Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
7d64814a-f699-4fcc-9376-2e63f6943da9,B,Yangon,Member,Male,Fashion accessories,14.99,6,4.5,94.44,04/30/2024,07:40:02,Credit card,89.94,4.76,4.5,2.5
d78f3c46-a53d-4261-9610-c82b4254899a,A,Mandalay,Member,Male,Electronic accessories,99.96,5,24.99,524.79,12/08/2024,16:21:19,Ewallet,499.8,4.76,24.99,2.5
a0a67078-b270-4e54-9d42-0b3d65b48776,A,Yangon,Member,Female,Health and beauty,38.79,6,11.64,244.38,02/08/2024,13:18:33,Cash,232.74,4.76,11.64,9.9
b6dbde87-0d6a-470f-87f8-deccb6e640ba,C,Mandalay,Member,Male,Health and beauty,82.45,4,16.49,346.29,07/10/2024,09:56:30,Ewallet,329.8,4.76,16.49,8.8
4117142a-9e92-4cb7-86ec-226bfd52d68b,C,Mandalay,Normal,Female,Home and lifestyle,81.45,3,12.22,256.57,05/18/2024,11:29:52,Credit card,244.35,4.76,12.22,2.4
9fda1855-0ee5-446b-8aef-95a181bedb9b,C,Yangon,Member,Male,Health and beauty,62.16,5,15.54,326.34,01/19/2025,02:07:58,Credit card,310.8,4.76,15.54,6.1
9e8bc557-c3f8-4bba-a96a-abea87bbfb0d,A,Yangon,Normal,Male,Electronic accessories,35.95,4,7.19,150.99,09/05/2024,11:20:25,Ewallet,143.8,4.76,7.19,9.0
dc49a0ba-b32e-4b1e-842e-cbe16c2567c7,C,Mandalay,Normal,Male,Food and beverages,67.37,2,6.74,141.48,09/14/2024,15:23:47,Credit card,134.74,4.76,6.74,1.6
74d1d2a8-5eb7-4de1-9add-27858dfaa34e,A,Mandalay,Member,Female,Electronic accessories,40.0,10,20.0,420.0,12/25/2024,10:07:38,Credit card,400.0,4.76,20.0,6.1
f1c088a6-07ad-4774-85ce-31e2dc554b36,C,Mandalay,Member,Male,Health and beauty,11.22,7,3.93,82.47,09/02/2024,18:08:24,Ewallet,78.54,4.77,3.93,2.7
a62127ff-8438-4904-b83d-517fe2c79a7f,A,Mandalay,Member,Female,Sports and travel,89.73,5,22.43,471.08,01/21/2025,22:04:39,Ewallet,448.65,4.76,22.43,8.3
f69b0aec-7eba-4cff-9883-d29f60e87fd7,C,Naypyitaw,Member,Female,Home and lifestyle,29.61,3,4.44,93.27,05/05/2024,23:34:21,Ewallet,88.83,4.76,4.44,5.7
259a400e-c2dc-498a-aac5-6093c762d839,A,Yangon,Member,Male,Fashion accessories,30.39,6,9.12,191.46,12/24/2024,23:03:04,Ewallet,182.34,4.76,9.12,6.0
bab02bcf-9bd7-46f6-9ffb-c4d67fbe618d,C,Yangon,Member,Male,Health and beauty,20.21,1,1.01,21.22,04/20/2024,13:26:05,Credit card,20.21,4.76,1.01,2.5
e221fc6f-f4cc-41bd-8b4d-64724a4c9ecc,B,Mandalay,Member,Female,Food and beverages,25.7,5,6.43,134.93,05/29/2024,11:06:54,Ewallet,128.5,4.77,6.43,3.9
878758a1-f1e5-4509-97e8-cf1965f707a8,C,Naypyitaw,Normal,Male,Electronic accessories,22.17,4,4.43,93.11,08/03/2024,19:23:30,Credit card,88.68,4.76,4.43,4.3
4314ff79-5f97-4342-a0bc-b1048021aab3,A,Naypyitaw,Normal,Male,Home and lifestyle,43.77,9,19.7,413.63,05/29/2024,05:49:24,Ewallet,393.93,4.76,19.7,3.0
10efc6c3-7fd2-474e-9f2e-9c4c21d815d6,C,Mandalay,Normal,Male,Fashion accessories,70.83,4,14.17,297.49,03/13/2024,18:20:07,Credit card,283.32,4.76,14.17,7.1
af24e817-e6da-428e-bbd9-75d9d74268eb,A,Yangon,Member,Female,Sports and travel,20.25,5,5.06,106.31,06/23/2024,20:14:05,Cash,101.25,4.76,5.06,8.5
37502caf-d427-4f63-b80d-954b533e636e,B,Mandalay,Normal,Male,Electronic accessories,40.29,1,2.01,42.3,02/08/2024,14:31:51,Cash,40.29,4.75,2.01,6.4
89ba4464-8de4-4bb3-8784-66d86b66513c,A,Yangon,Member,Male,Health and beauty,89.63,7,31.37,658.78,11/29/2024,18:23:56,Cash,627.41,4.76,31.37,4.1
727b5d52-db29-41f6-8a63-aae58c31a96b,C,Naypyitaw,Normal,Male,Home and lifestyle,57.74,1,2.89,60.63,09/22/2024,06:43:24,Cash,57.74,4.77,2.89,9.1
d7951f06-39a9-442c-8704-b4fcd26d2b1b,B,Naypyitaw,Normal,Female,Fashion accessories,41.36,2,4.14,86.86,05/14/2024,04:16:03,Ewallet,82.72,4.77,4.14,7.1
9d65b1d4-e2f2-4809-a605-0d2ff8a287b0,B,Mandalay,Normal,Female,Electronic accessories,56.6,8,22.64,475.44,05/30/2024,06:24:03,Cash,452.8,4.76,22.64,5.9
d9fbfe39-2c80-41df-9745-37db41a0350d,B,Naypyitaw,Normal,Female,Electronic accessories,62.39,6,18.72,393.06,08/20/2024,13:47:22,Ewallet,374.34,4.76,18.72,7.5
7a8c6b5a-ac96-4ab0-bfd5-b0f7307aee80,B,Mandalay,Normal,Male,Food and beverages,68.71,8,27.48,577.16,10/28/2024,16:50:06,Cash,549.68,4.76,27.48,7.1
422c936f-3fbb-42c6-902c-cec9c24f4a8c,B,Yangon,Member,Female,Health and beauty,87.17,4,17.43,366.11,03/12/2024,21:13:45,Credit card,348.68,4.76,17.43,2.0
e9acf69d-36f5-474c-8e44-5f730cdf2e5b,B,Mandalay,Member,Male,Health and beauty,33.14,6,9.94,208.78,04/10/2024,17:22:22,Ewallet,198.84,4.76,9.94,3.4
6cd3f20a-3219-49f0-9cc4-c05d640403d2,B,Mandalay,Normal,Female,Fashion accessories,93.57,5,23.39,491.24,08/31/2024,20:56:10,Ewallet,467.85,4.76,23.39,1.0
1e090e79-10c3-4990-be24-29ba4324b60a,A,Naypyitaw,Member,Male,Fashion accessories,84.37,6,25.31,531.53,12/02/2024,16:22:16,Cash,506.22,4.76,25.31,1.9
592046d0-cf7c-484e-94b1-a588e6fc2109,C,Yangon,Normal,Female,Home and lifestyle,36.64,8,14.66,307.78,05/19/2024,19:56:01,Ewallet,293.12,4.76,14.66,7.2
57564b18-5db6-4633-ab86-a269693a2e4a,A,Naypyitaw,Normal,Male,Food and beverages,58.76,6,17.63,370.19,12/17/2024,21:03:27,Ewallet,352.56,4.76,17.63,3.4
753a7df0-e609-4f18-b83c-7f9c1f0ac179,C,Mandalay,Normal,Male,Home and lifestyle,46.85,2,4.69,98.39,04/25/2024,09:01:02,Ewallet,93.7,4.77,4.69,2.7
b04eac3d-8304-41cc-82f1-1fa384d9bd74,C,Naypyitaw,Normal,Male,Health and beauty,85.44,7,29.9,627.98,02/12/2024,17:20:52,Credit card,598.08,4.76,29.9,6.5
651ec9f4-ffe4-425c-9b74-238ca4b9135f,B,Mandalay,Member,Female,Health and beauty,60.16,4,12.03,252.67,10/30/2024,09:42:43,Ewallet,240.64,4.76,12.03,9.2
3a803a9d-1359-4362-879c-89c60d414a5e,B,Mandalay,Member,Male,Health and beauty,41.83,3,6.27,131.76,01/13/2025,10:22:14,Ewallet,125.49,4.76,6.27,2.6
59d4a3cb-15a4-404b-9a77-b94ef30456ed,A,Mandalay,Member,Female,Food and beverages,84.12,7,29.44,618.28,12/23/2024,07:37:34,Ewallet,588.84,4.76,29.44,3.7
7d0fdeaf-ee12-41b4-963f-cdb7f23b3fc4,A,Naypyitaw,Normal,Female,Sports and travel,11.02,7,3.86,81.0,08/27/2024,02:07:38,Credit card,77.14,4.77,3.86,3.5
41abf848-9ab2-49ed-af0a-26426d1a1ae2,A,Yangon,Normal,Female,Sports and travel,82.36,9,37.06,778.3,11/17/2024,03:47:19,Ewallet,741.24,4.76,37.06,9.0
d5a1ae22-7651-4316-aa75-5c9f11326eae,C,Mandalay,Normal,Male,Electronic accessories,41.26,3,6.19,129.97,01/25/2025,01:49:09,Credit card,123.78,4.76,6.19,5.4
6e8db265-6a1a-4bd0-a1cc-979817f67d93,B,Mandalay,Normal,Male,Sports and travel,15.83,5,3.96,83.11,06/24/2024,13:25:48,Ewallet,79.15,4.76,3.96,2.5
f03e0995-c781-41f7-91e6-3129d0ab9280,B,Mandalay,Member,Female,Health and beauty,99.71,2,9.97,209.39,08/11/2024,12:01:48,Credit card,199.42,4.76,9.97,3.5
5f25ee46-118b-4ca8-90d5-212a1a4f6670,B,Mandalay,Member,Female,Electronic accessories,41.54,7,14.54,305.32,12/01/2024,21:47:28,Credit card,290.78,4.76,14.54,9.9
de7d9aef-6b0e-47a2-a4bb-87fc9591c8ca,A,Mandalay,Normal,Female,Home and lifestyle,41.61,8,16.64,349.52,08/11/2024,03:28:56,Ewallet,332.88,4.76,16.64,2.0
ceb4731f-0fc1-4b8c-a4c6-031960a47556,C,Naypyitaw,Member,Male,Electronic accessories,42.66,3,6.4,134.38,10/15/2024,07:15:20,Credit card,127.98,4.76,6.4,7.6
10a290f1-349f-4c5a-9022-42a9ac4687ae,B,Yangon,Member,Male,Electronic accessories,12.62,9,5.68,119.26,08/03/2024,05:27:59,Ewallet,113.58,4.76,5.68,9.9
60c51d03-344e-4d34-bd86-faf325f5e9d0,C,Naypyitaw,Member,Female,Health and beauty,74.66,5,18.66,391.96,08/10/2024,16:07:29,Ewallet,373.3,4.76,18.66,5.6
ca02e934-cf73-49e2-92eb-601fd8e910da,C,Naypyitaw,Normal,Female,Health and beauty,60.32,1,3.02,63.34,09/07/2024,11:30:10,Credit card,60.32,4.77,3.02,4.6
f9c5c982-c902-4a5e-893e-530875d8c399,A,Yangon,Normal,Female,Health and beauty,41.16,5,10.29,216.09,05/16/2024,18:32:31,Cash,205.8,4.76,10.29,8.5
3ab8b556-62d8-4915-8461-622eed1312a6,B,Mandalay,Normal,Male,Sports and travel,51.48,4,10.3,216.22,12/25/2024,22:06:33,Cash,205.92,4.76,10.3,5.8
3bd1ddc1-5b4c-43cb-820f-c520f495657e,C,Mandalay,Member,Female,Sports and travel,56.02,1,2.8,58.82,05/13/2024,15:39:15,Cash,56.02,4.76,2.8,4.3
550c1d87-8722-497f-b048-393ab23d2d5c,B,Naypyitaw,Normal,Male,Health and beauty,30.19,5,7.55,158.5,12/13/2024,18:52:31,Cash,150.95,4.76,7.55,8.7
a206770c-526d-4677-8b57-f3355126ef49,C,Yangon,Member,Male,Home and lifestyle,60.31,6,18.09,379.95,11/30/2024,15:43:11,Cash,361.86,4.76,18.09,3.5
1dd9763c-5a23-462d-ac7e-a3c9df27a18b,A,Naypyitaw,Member,Female,Food and beverages,75.97,10,37.99,797.69,09/03/2024,07:48:39,Credit card,759.7,4.76,37.99,7.4
50158259-2ddf-4e75-a23a-a537341909b2,A,Naypyitaw,Normal,Male,Electronic accessories,51.83,1,2.59,54.42,01/05/2025,09:36:27,Ewallet,51.83,4.76,2.59,1.7
8bd6e944-b6aa-4c6c-a5fd-e1542a17bb18,C,Naypyitaw,Member,Male,Home and lifestyle,55.14,4,11.03,231.59,07/24/2024,00:43:40,Ewallet,220.56,4.76,11.03,2.4
a3024832-90c3-4d56-9cea-55b525f09fa4,C,Naypyitaw,Member,Male,Home and lifestyle,27.9,5,6.98,146.48,12/28/2024,09:18:20,Credit card,139.5,4.77,6.98,6.0
14417edc-23f0-415b-94ec-1fcc982c3cc2,B,Mandalay,Member,Male,Health and beauty,73.34,10,36.67,770.07,02/11/2024,14:31:16,Credit card,733.4,4.76,36.67,2.4
861a4598-24a5-44d7-a59e-1785296ec405,C,Yangon,Member,Female,Electronic accessories,49.69,7,17.39,365.22,11/28/2024,10:25:13,Credit card,347.83,4.76,17.39,2.6
c750c6e5-8a74-43e6-baaa-8eb21c8bf362,B,Yangon,Normal,Male,Food and beverages,60.24,1,3.01,63.25,05/27/2024,21:06:19,Ewallet,60.24,4.76,3.01,6.3
549d984f-1b36-4991-8bf1-310e08c7f657,A,Yangon,Member,Male,Health and beauty,36.81,4,7.36,154.6,09/17/2024,14:34:21,Cash,147.24,4.76,7.36,6.2
28e63a4a-098f-4cc1-bb1a-bbbdae5a3798,B,Yangon,Member,Male,Electronic accessories,85.72,4,17.14,360.02,12/15/2024,09:46:59,Cash,342.88,4.76,17.14,3.7
afe1c00b-7d43-4fa8-9831-3ec731502929,C,Yangon,Normal,Female,Health and beauty,23.77,10,11.88,249.58,10/05/2024,06:36:15,Cash,237.7,4.76,11.88,8.1
5c28448d-a399-4739-bec9-383e3e3e6ade,A,Naypyitaw,Normal,Female,Food and beverages,13.44,7,4.7,98.78,05/06/2024,00:11:08,Cash,94.08,4.76,4.7,6.9
664d2088-6eaa-4cc6-9614-8c0928b1872f,A,Mandalay,Member,Female,Home and lifestyle,24.51,1,1.23,25.74,04/02/2024,02:18:43,Ewallet,24.51,4.78,1.23,8.8
adca1dbf-5fa5-4778-8e44-89f37be457a2,C,Yangon,Member,Female,Food and beverages,98.38,8,39.35,826.39,07/19/2024,15:20:53,Credit card,787.04,4.76,39.35,4.3
fe43fc68-d744-4fcf-a024-01069a4897fd,A,Mandalay,Normal,Male,Electronic accessories,55.53,6,16.66,349.84,07/03/2024,09:01:42,Credit card,333.18,4.76,16.66,7.6
e7003ccd-fa2f-477d-85cf-4e2d5bb5dd3b,B,Mandalay,Member,Male,Health and beauty,69.49,1,3.47,72.96,06/23/2024,20:10:10,Credit card,69.49,4.76,3.47,5.6
56135629-d01f-4401-aff5-68f2240d5a86,C,Yangon,Normal,Female,Home and lifestyle,57.69,8,23.08,484.6,10/04/2024,16:52:44,Credit card,461.52,4.76,23.08,7.4
23769b68-6ae6-418b-b3f2-b642d31aa0e6,C,Naypyitaw,Member,Female,Health and beauty,42.55,7,14.89,312.74,09/29/2024,23:14:38,Cash,297.85,4.76,14.89,6.8
9b2c27ab-10ac-4e6e-a319-58726bdd1abd,A,Naypyitaw,Normal,Male,Home and lifestyle,39.06,4,7.81,164.05,05/12/2024,19:19:57,Credit card,156.24,4.76,7.81,1.1
23c132ec-59e7-48a6-80c0-c7f55cc206c7,A,Yangon,Normal,Male,Health and beauty,60.98,1,3.05,64.03,08/06/2024,02:42:30,Cash,60.98,4.76,3.05,1.1
6e363bde-8d32-43b8-9f53-fcc1a90204fd,A,Yangon,Member,Male,Electronic accessories,99.85,9,44.93,943.58,06/20/2024,20:34:57,Cash,898.65,4.76,44.93,2.1
a4f10916-0544-494e-9592-d24aa898479a,C,Mandalay,Member,Female,Home and lifestyle,72.78,4,14.56,305.68,06/23/2024,16:36:22,Credit card,291.12,4.76,14.56,6.6
9e336d4d-6a09-4071-9458-1d35b4ff7ea0,B,Naypyitaw,Normal,Female,Electronic accessories,40.55,10,20.28,425.78,03/26/2024,04:39:36,Credit card,405.5,4.76,20.28,3.9
e11ac986-9172-4ae3-a5ed-9aec923e6266,A,Yangon,Normal,Male,Fashion accessories,25.91,6,7.77,163.23,05/19/2024,11:50:14,Ewallet,155.46,4.76,7.77,6.1
19fb95ed-e45a-48b2-a4fb-09849ab646f4,C,Naypyitaw,Member,Female,Food and beverages,13.58,4,2.72,57.04,09/30/2024,00:08:53,Credit card,54.32,4.77,2.72,3.8
963b29da-2b69-455a-961a-a7c58ebe1dad,C,Mandalay,Normal,Female,Food and beverages,44.24,7,15.48,325.16,04/03/2024,10:39:10,Ewallet,309.68,4.76,15.48,1.4
0926985d-b9c1-4c15-9a48-1e307691a209,A,Mandalay,Member,Male,Food and beverages,69.45,5,17.36,364.61,01/15/2025,02:41:13,Ewallet,347.25,4.76,17.36,6.2
dff53c87-9d36-4c7c-94e7-748337c94475,C,Yangon,Normal,Female,Food and beverages,32.55,3,4.88,102.53,04/13/2024,08:04:10,Cash,97.65,4.76,4.88,9.6
c588e604-c077-4c8e-a751-6bfe706012b7,B,Naypyitaw,Member,Male,Health and beauty,46.15,10,23.08,484.58,08/30/2024,13:18:27,Ewallet,461.5,4.76,23.08,7.5
58a88943-679b-4574-822f-f5bb0c236dc5,C,Yangon,Member,Male,Fashion accessories,60.27,4,12.05,253.13,07/01/2024,09:33:07,Ewallet,241.08,4.76,12.05,5.0
b2712331-0a5e-4a6a-b425-25f4c2bcd6af,B,Yangon,Normal,Female,Sports and travel,42.75,1,2.14,44.89,03/25/2024,17:35:27,Cash,42.75,4.77,2.14,4.5
2c81e3d2-3305-42ee-ba56-302184a0988b,B,Yangon,Normal,Female,Fashion accessories,94.08,4,18.82,395.14,08/13/2024,04:44:13,Ewallet,376.32,4.76,18.82,7.3
a1154f56-b5b5-48bc-91d6-d88bdf5cd353,A,Naypyitaw,Normal,Female,Sports and travel,36.44,9,16.4,344.36,05/26/2024,01:15:49,Ewallet,327.96,4.76,16.4,3.8
79833a63-19b2-4256-9402-08a55bbaf11e,C,Yangon,Member,Female,Health and beauty,60.09,1,3.0,63.09,12/30/2024,00:15:00,Credit card,60.09,4.76,3.0,3.3
92257464-c20a-4a85-974f-ede1c8239786,B,Mandalay,Member,Female,Food and beverages,74.59,10,37.3,783.2,05/03/2024,22:32:04,Credit card,745.9,4.76,37.3,6.7
6ebcdefe-2040-48de-9142-70121d25841e,B,Naypyitaw,Member,Female,Electronic accessories,67.1,2,6.71,140.91,09/24/2024,18:16:14,Cash,134.2,4.76,6.71,9.0
ed1f33e2-d884-4a10-b0e8-8c70a085be1e,C,Yangon,Member,Female,Sports and travel,72.27,9,32.52,682.95,03/25/2024,03:10:12,Ewallet,650.43,4.76,32.52,7.8
ece7be31-8d0f-4316-a329-bb7d70fc5fe2,A,Yangon,Normal,Male,Electronic accessories,73.46,9,33.06,694.2,09/13/2024,18:31:02,Ewallet,661.14,4.76,33.06,4.4
7399b69c-641e-4297-8b2e-5b87c3a909f4,C,Mandalay,Member,Male,Fashion accessories,49.58,9,22.31,468.53,11/20/2024,13:00:24,Credit card,446.22,4.76,22.31,9.3
17bfcf7e-107c-4c24-8154-46f3b49382b3,C,Mandalay,Normal,Male,Health and beauty,65.74,5,16.43,345.13,10/21/2024,14:10:18,Cash,328.7,4.76,16.43,6.7
45c1a759-024a-4335-b014-22e8a4a7504b,C,Yangon,Normal,Male,Sports and travel,76.26,3,11.44,240.22,04/15/2024,06:58:50,Ewallet,228.78,4.76,11.44,9.9
f49b1a32-106c-46d6-a7ab-378c6bb1bcb4,C,Naypyitaw,Member,Female,Electronic accessories,10.54,6,3.16,66.4,05/28/2024,18:05:10,Credit card,63.24,4.76,3.16,6.2
27a978e5-9568-407a-9f9e-ded72b769104,A,Yangon,Normal,Male,Food and beverages,93.26,5,23.32,489.62,09/22/2024,12:25:20,Credit card,466.3,4.76,23.32,3.6
89509f92-9403-444a-b266-46b36805ffa3,B,Naypyitaw,Member,Male,Sports and travel,71.7,4,14.34,301.14,05/09/2024,02:11:08,Credit card,286.8,4.76,14.34,3.4
b2ca7ff1-67ea-400b-8648-ea03d82352bd,C,Yangon,Member,Male,Sports and travel,84.06,10,42.03,882.63,03/20/2024,03:54:00,Cash,840.6,4.76,42.03,1.3
cc861103-3105-4134-8243-44fe55683c7d,C,Naypyitaw,Member,Male,Food and beverages,91.3,4,18.26,383.46,03/19/2024,20:51:31,Credit card,365.2,4.76,18.26,5.2
edd54578-6935-40b4-8e71-026370503ef8,B,Mandalay,Normal,Female,Food and beverages,33.2,9,14.94,313.74,07/05/2024,14:18:35,Cash,298.8,4.76,14.94,8.4
164849c4-1d95-4178-9147-63ebbd253817,B,Mandalay,Normal,Female,Food and beverages,27.42,7,9.6,201.54,10/09/2024,15:12:52,Ewallet,191.94,4.76,9.6,5.7
c917db94-268f-4aa7-bf46-f899121d8fc1,A,Naypyitaw,Normal,Female,Sports and travel,59.12,5,14.78,310.38,07/17/2024,17:13:09,Credit card,295.6,4.76,14.78,8.7
736d14bb-8b1f-44fe-adda-074ae86f2317,C,Mandalay,Normal,Female,Fashion accessories,10.21,5,2.55,53.6,05/19/2024,03:45:41,Credit card,51.05,4.76,2.55,5.0
6f711e67-ef75-4700-81b5-ef7ada427d67,C,Mandalay,Member,Male,Fashion accessories,43.54,2,4.35,91.43,08/10/2024,00:13:12,Credit card,87.08,4.76,4.35,5.7
8a214d9a-53a3-4308-92bf-a81043162f11,C,Mandalay,Normal,Male,Home and lifestyle,64.9,10,32.45,681.45,02/08/2024,20:24:27,Credit card,649.0,4.76,32.45,6.6
a39b028a-1dbe-435b-b33f-a1c7b73432e6,B,Yangon,Normal,Male,Home and lifestyle,32.06,9,14.43,302.97,11/08/2024,22:03:44,Ewallet,288.54,4.76,14.43,7.5
ea112391-a1f9-46ca-9239-893d23c401d3,B,Yangon,Normal,Male,Sports and travel,15.88,8,6.35,133.39,01/14/2025,03:28:59,Credit card,127.04,4.76,6.35,8.5
59ed2c48-c2fe-475e-bb8b-a406844d813f,A,Mandalay,Member,Male,Sports and travel,51.7,6,15.51,325.71,12/23/2024,13:03:26,Credit card,310.2,4.76,15.51,4.4
9327b5d1-a7ff-45a9-9153-36d1c9705d2a,B,Yangon,Normal,Female,Electronic accessories,87.68,4,17.54,368.26,07/25/2024,17:53:45,Credit card,350.72,4.76,17.54,4.2
9d3636e2-fae1-4019-a25a-e21191447ecb,B,Mandalay,Member,Male,Food and beverages,29.73,2,2.97,62.43,01/07/2025,03:37:23,Credit card,59.46,4.76,2.97,8.2
f9208c08-aca1-4261-a890-fa66dd420ba3,A,Yangon,Normal,Male,Food and beverages,45.53,8,18.21,382.45,12/08/2024,15:15:53,Credit card,364.24,4.76,18.21,3.8
f352629f-1390-4027-9b86-ff51e94d9d9e,C,Mandalay,Normal,Male,Sports and travel,15.45,1,0.77,16.22,11/18/2024,20:23:47,Ewallet,15.45,4.75,0.77,7.0
b6673b5d-78f5-46ce-96c8-66e4f6d22ef7,A,Naypyitaw,Normal,Female,Health and beauty,72.53,2,7.25,152.31,05/22/2024,04:51:19,Ewallet,145.06,4.76,7.25,7.6
6193dfd7-3331-439f-a449-bb1b0a9a147c,A,Mandalay,Normal,Male,Health and beauty,62.56,2,6.26,131.38,04/11/2024,23:37:09,Ewallet,125.12,4.76,6.26,2.9
74d85227-f972-4234-a2fd-88a9e840d9be,A,Naypyitaw,Member,Male,Fashion accessories,64.06,10,32.03,672.63,12/20/2024,18:08:39,Ewallet,640.6,4.76,32.03,3.5
0beb0835-28e1-4da9-8405-0606f3b7d79e,A,Naypyitaw,Normal,Male,Home and lifestyle,56.32,8,22.53,473.09,03/28/2024,23:15:05,Credit card,450.56,4.76,22.53,8.2
f3db03fe-7f82-452c-8e72-c70d507c873f,B,Naypyitaw,Normal,Male,Health and beauty,14.07,3,2.11,44.32,07/24/2024,00:30:32,Ewallet,42.21,4.76,2.11,7.1
092542e9-f8d9-4405-9402-47cf2ff75bf3,C,Yangon,Member,Male,Fashion accessories,14.99,9,6.75,141.66,08/31/2024,09:03:52,Credit card,134.91,4.76,6.75,7.1
390deb9f-9c30-4be1-b19a-a5a832d75459,B,Naypyitaw,Normal,Female,Home and lifestyle,36.27,9,16.32,342.75,04/20/2024,15:54:37,Ewallet,326.43,4.76,16.32,1.6
50c3241b-ca88-4b70-bbdc-67526b0347e4,B,Naypyitaw,Normal,Female,Electronic accessories,81.83,3,12.27,257.76,09/01/2024,08:33:10,Ewallet,245.49,4.76,12.27,1.6
05c9858c-0574-481e-b596-fd99f31612e3,A,Naypyitaw,Member,Male,Health and beauty,94.41,10,47.2,991.3,09/21/2024,13:53:10,Credit card,944.1,4.76,47.2,5.1
c2f03a57-fcc1-4774-92dc-4142a43baa02,C,Mandalay,Normal,Female,Electronic accessories,33.14,10,16.57,347.97,07/18/2024,03:21:37,Ewallet,331.4,4.76,16.57,6.8
33681e9c-8f2b-4a72-8e85-eb1cfac15fa1,B,Yangon,Member,Male,Health and beauty,82.85,3,12.43,260.98,01/16/2025,11:26:27,Ewallet,248.55,4.76,12.43,3.7
a39415d1-85a4-481f-aa67-5cb2f95fbe9d,B,Naypyitaw,Member,Female,Health and beauty,23.36,5,5.84,122.64,12/10/2024,18:27:06,Ewallet,116.8,4.76,5.84,8.6
467a58ff-7434-4708-8f2d-e0820ec31f32,C,Mandalay,Normal,Male,Health and beauty,71.43,7,25.0,525.01,07/27/2024,05:28:17,Cash,500.01,4.76,25.0,7.1
118951db-29e1-484f-b418-16d9e473847e,A,Mandalay,Member,Female,Electronic accessories,20.13,9,9.06,190.23,09/27/2024,01:49:32,Cash,181.17,4.76,9.06,4.1
